Id,Name,Short description,Gender,Country,Birth year,Death year,Manner of death,Age of death
Q61305,Alfred Delp,"German Jesuit priest, and philosopher of the German Resistance",Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q61351,Frederica of Hanover,"Queen consort of Greece as the wife of King Paul; daughter of Ernest Augustus, Duke of Brunswick",Female,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q61406,Heinrich Bär,German Luftwaffe flying ace,Male,Germany,[1900-1930],[1930-1960],accident,[44-72]
Q61408,Walter Kempowski,German writer,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q61428,Conny Plank,German record producer and musician,Male,Germany,[1930-1960],[1960-1990],natural causes,[44-72]
Q61510,Gottfried John,German actor,Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q61514,Michael Seifert,Ukrainian war-criminal,Male,Germany,[1900-1930],[1990-2019],accident,[72-99]
Q61532,Peter Yorck von Wartenburg,German resistance fighter,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q61552,Walter Gotell,actor (1924-1997),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q61561,Jürgen Ponto,German banker and chairman of the Dresdner Bank board of directors,Male,Germany,[1900-1930],[1960-1990],homicide,[44-72]
Q61597,Erika Mann,German actress and writer (1905-1969),Female,United Kingdom,[1900-1930],[1960-1990],natural causes,[44-72]
Q61608,Horst Tappert,German actor (1923-2008),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q61613,Helmuth James Graf von Moltke,German resistance fighter,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q61627,Uwe Johnson,German writer,Male,Germany,[1930-1960],[1960-1990],natural causes,[44-72]
Q61690,Theodore Levitt,German American economist and professor at Harvard Business School,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q61706,Jan-Carl Raspe,German terrorist,Male,Germany,[1930-1960],[1960-1990],suicide,[16-44]
Q61725,Berthold Schenk Graf von Stauffenberg,German noble,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q61861,Herbert Kappler,war-criminal,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q61881,Bernd Eichinger,German film producer and director,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q61898,Bettie Page,American pin-up model,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q61933,Adolf Merckle,businessperson billionaire,Male,Germany,[1930-1960],[1990-2019],suicide,[72-99]
Q61996,Fritz Hartjenstein,SS officer,Male,Germany,[1900-1930],[1930-1960],natural causes,[44-72]
Q62065,Werner Haase,SS officer and physician,Male,Germany,[1900-1930],[1930-1960],natural causes,[44-72]
Q62067,Gerda Christian,personal secretary of Adolf Hitler,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q62094,Thomas Dörflein,German zookeeper,Male,Germany,[1960-1990],[1990-2019],natural causes,[44-72]
Q62111,Karl Ernst,German SA leader (1904-1934),Male,Germany,[1900-1930],[1930-1960],homicide,[16-44]
Q62185,Erich Ollenhauer,German politician (1901-1963),Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q62202,Peter Struck,German politician (1943-2012),Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q62204,Rudi Altig,German racing cyclist (1937-2016),Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q62206,Egon Bahr,German politician (SPD) (1922-2015),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q62213,Hellmuth Stieff,German general and opponent to sm (1901-1944),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q62256,Bruno Lüdke,German serial killer,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q62257,Michel Constantin,French actor,Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q62323,Werner Schroeter,German film director and screenwriter,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q62339,Tron,"German hacker, phreaker and computer scientist, invented a secure digital telephone with speech encryption; suicide 1998 under not entirely clarified circumstances",Male,Germany,[1960-1990],[1990-2019],suicide,[16-44]
Q62363,Bruno Gröning,German faith healer,Male,Germany,[1900-1930],[1930-1960],natural causes,[44-72]
Q62414,Rudolf Augstein,German journalist (1923-2002),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q62457,Walter Rauff,war-criminal,Male,Germany,[1900-1930],[1960-1990],natural causes,[72-99]
Q62471,Theodor Dannecker,SS officer (1913-1945),Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q62492,"Richard, 6th Prince of Sayn-Wittgenstein-Berleburg",German prince; husband of Princess Benedikte of Denmark,Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q62496,Harald Quandt,German businessperson,Male,Germany,[1900-1930],[1960-1990],accident,[44-72]
Q62509,Wolfram Sievers,German manager of the Ahnenerbe organization,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q62515,Gunter Sachs,"photographer, author and industrialist (1932-2011)",Male,Switzerland,[1930-1960],[1990-2019],suicide,[72-99]
Q62558,Cyd Charisse,American dancer and actress,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q62616,Erich Naumann,"German SS general, SD member, Einsatzgruppe B chief and convicted war criminal",Male,Germany,[1900-1930],[1930-1960],capital punishment,[44-72]
Q62618,Anny Ondra,Czech actress,Female,Austria,[1900-1930],[1960-1990],natural causes,[72-99]
Q62662,Leo Kirch,German media entrepreneur,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q62700,Ernst Loof,German racing driver,Male,Germany,[1900-1930],[1930-1960],natural causes,[44-72]
Q62818,Jenny-Wanda Barkmann,concentration camp guard,Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q62858,Uwe Barschel,German politician (1944-1987),Male,Germany,[1930-1960],[1960-1990],suicide,[16-44]
Q62890,Gene Amdahl,American physicist,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q62918,Fazlur Khan,Bangladeshi architect,Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q62934,Irmfried Eberl,"SS officer, first commandant of Treblinka extermination camp",Male,Austria,[1900-1930],[1930-1960],suicide,[16-44]
Q62946,Richard Thomalla,SS Officer (1903-1945),Male,Germany,[1900-1930],[1930-1960],homicide,[16-44]
Q62948,Wolfgang Güllich,German rock climber,Male,Germany,[1960-1990],[1990-2019],accident,[16-44]
Q62949,Karl Leisner,German Catholic priest and martyr,Male,Germany,[1900-1930],[1930-1960],natural causes,[16-44]
Q63037,Klaas Carel Faber,Dutch criminal-collaborator,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q63062,Götz George,German actor (1938–2016),Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q63063,Manfred Korfmann,German archaeologist,Male,Turkey,[1930-1960],[1990-2019],natural causes,[44-72]
Q63071,Paul Schäfer,German criminal and founder of a sect and agricultural commune Colonia Dignidad in Chile,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q63117,Otto Rahn,SS Officer (1904-1939),Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q63152,Drafi Deutscher,German singer and songwriter of Sinti origin,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q63169,Leonardo Conti,"physician,  officer (1900-1945)",Male,Switzerland,[1900-1930],[1930-1960],suicide,[44-72]
Q63189,Dana Wynter,actress (1931-2011),Female,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q63195,Franz Leopold Neumann,German political activist,Male,Germany,[1900-1930],[1930-1960],accident,[44-72]
Q63220,Bruno Schleinstein,German actor and musician (1932-2010),Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q63234,Hans Aumeier,German SS officer (1906-1948),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q63306,Jorge Cuesta,Mexican chemist and writer,Male,Mexico,[1900-1930],[1930-1960],suicide,[16-44]
Q63328,Rudi Gutendorf,German football manager (1926-2019),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q63349,Adam Ledwoń,Polish footballer (1974-2008),Male,Poland,[1960-1990],[1990-2019],suicide,[16-44]
Q63441,Joachim Mrugowsky,SS officer and physician (1905-1948),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q63443,Eugen Weidmann,"German serial killer, last person to be publicly executed in France",Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q63470,Hans von Dohnányi,"Hungarian-born German lawyer, member of the German resistance",Male,Hungary,[1900-1930],[1930-1960],capital punishment,[16-44]
Q63525,Isao Kimura,Japanese actor (1923-1981),Male,Japan,[1900-1930],[1960-1990],natural causes,[44-72]
Q63575,Prince Louis Ferdinand of Prussia (1944–1977),Prussian Royal,Male,Germany,[1930-1960],[1960-1990],accident,[16-44]
Q63586,Ilse Steppat,German actress,Female,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q63702,Irma Grese,German concentration camp guard (1923-1945),Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q63792,Werner Haas,German motorcycle racer,Male,Germany,[1900-1930],[1930-1960],accident,[16-44]
Q63831,Hafizullah Amin,"politician, former Afghan head-of-state (1979)",Male,Afghanistan,[1900-1930],[1960-1990],homicide,[44-72]
Q63901,Franz von Werra,Recipient of the knights-cross,Male,Switzerland,[1900-1930],[1930-1960],accident,[16-44]
Q63995,Elisabeth Volkenrath,Female  concentration camp guard,Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q64076,Ulrich Wilhelm Graf Schwerin von Schwanenfeld,German resistance member (1902-1944),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q64079,Hans-Jürgen von Blumenthal,German aristocrat and Army officer,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q64172,Bärbel Bohley,German artist and politician (1945-2010),Female,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q64260,Uta Hagen,German-born American actress and drama teacher,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q64672,Elisabeth Becker,German concentration camp guard,Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q64686,Stéphane Franke,athletics competitor,Male,France,[1960-1990],[1990-2019],natural causes,[44-72]
Q64731,Markus Löffel,German musician,Male,Germany,[1960-1990],[1990-2019],natural causes,[16-44]
Q64859,Paul Spiegel,German politician (1937-2006),Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q64867,Hans-Adolf Prützmann,German general (1901-1945),Male,Germany,[1900-1930],[1930-1960],suicide,[44-72]
Q64949,Rob Pilatus,"German singer, dancer, model",Male,Germany,[1960-1990],[1990-2019],accident,[16-44]
Q64973,Kurt Welter,German World War II pilot,Male,Germany,[1900-1930],[1930-1960],accident,[16-44]
Q65047,Jakob Sporrenberg,German general (1902-1952),Male,Germany,[1900-1930],[1930-1960],capital punishment,[44-72]
Q65048,Jaki Liebezeit,German musician,Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q65123,Gudrun Ensslin,German terrorist,Female,Germany,[1930-1960],[1960-1990],suicide,[16-44]
Q65229,Daniela Samulski,German swimmer,Female,Germany,[1960-1990],[1990-2019],natural causes,[16-44]
Q65278,Dorothee Sölle,German theologian,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q65287,Lilian Harvey,"Actress, singer",Female,United Kingdom,[1900-1930],[1960-1990],natural causes,[44-72]
Q65348,Jiang Zhujun,Maoist China martyr (1920-1949),Female,China,[1900-1930],[1930-1960],capital punishment,[16-44]
Q65359,Renate Müller,German actress,Female,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q65392,Rudolf Wolters,German architect,Male,Germany,[1900-1930],[1960-1990],natural causes,[72-99]
Q65482,Jörg Berger,German football player and coach (1944-2010),Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q65521,Jürgen Möllemann,German politician (1945-2003),Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q65533,Dana Vávrová,Czech-German actress and film director,Female,Germany,[1960-1990],[1990-2019],natural causes,[16-44]
Q65654,Graciano Rocchigiani,German boxer,Male,Germany,[1960-1990],[1990-2019],accident,[44-72]
Q65989,Wolfgang Pauli,physicist Nobel prize winner (1900-1958),Male,United States,[1900-1930],[1930-1960],natural causes,[44-72]
Q66002,Adam von Trott zu Solz,German noble and diplomat (1909-1944),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q66019,Heidi Brühl,German singer and actress,Female,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q66162,Thomas Szasz,Hungarian psychiatrist,Male,Hungary,[1900-1930],[1990-2019],accident,[72-99]
Q66232,Ludolf von Alvensleben,German politician (NSDAP) (1901–1970),Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q66245,Oskar Fischinger,"German-American abstract animator, filmmaker, and painter (1900-1967)",Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q66255,Franz Hössler,"German SS officer and Schutzhaftlagerführer in Auschwitz, Mittelbau and Bergen-Belsen concentration camps (1906-1945)",Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q66395,Rudolf Schock,German tenor,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q66402,Gustav Simon,German politician (1900-1945),Male,Germany,[1900-1930],[1930-1960],suicide,[44-72]
Q66519,Walter Sedlmayr,German actor (1926-1990),Male,Germany,[1900-1930],[1990-2019],homicide,[44-72]
Q66591,Erich Bärenfänger,German officer,Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q66674,Anton Schwarzkopf,German roller-coaster-designer,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q66759,Gerda Steinhoff,concentration camp personnel,Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q66769,Mady Rahl,actress,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q66784,Harro Schulze-Boysen,"German officer, commentator, and German Resistance fighter",Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q66805,Mildred Scheel,German physician,Female,Germany,[1930-1960],[1960-1990],natural causes,[44-72]
Q66816,Hans Bernd von Haeften,German jurist and resistance fighter against sm,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q66940,Karl Koch,"German hacker and idealist, who was hired by the KGB in the 1980s to be a spy hacker; later committed suicide",Male,Germany,[1960-1990],[1960-1990],suicide,[16-44]
Q66992,Heinz Berggruen,"art dealer, author (1914-2007)",Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q67005,Hans Litten,German lawyer,Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q67009,E. O. Plauen,German cartoonist (1903-1944),Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q67017,Josef Priller,German World War II pilot,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q67186,Hugo Kraas,German general,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q67210,August Lösch,German economist,Male,Germany,[1900-1930],[1930-1960],natural causes,[16-44]
Q67291,Robert Müller,German ice hockey player,Male,Germany,[1960-1990],[1990-2019],natural causes,[16-44]
Q67316,Oswald Mathias Ungers,German architect,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q67368,Georg Lassen,German World War II U-boat commander,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q67464,Heinz Nixdorf,computing pioneer,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q67483,Hans Biebow,administrator of Lodz Ghetto (1902-1947) politician,Male,Germany,[1900-1930],[1930-1960],capital punishment,[44-72]
Q67498,Markus Beyer,German boxer,Male,Germany,[1960-1990],[1990-2019],natural causes,[44-72]
Q67637,Konrad Wolf,East German film director (1925–1982),Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q67684,Hans-Joachim Bohlmann,German vandal,Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q67786,Max Pauly,SS Sturmbannführer who was the commandant of Stutthof concentration camp,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q67879,Heinz Lammerding,German general,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q67903,Helma Sanders-Brahms,"German film director, screenwriter, and film producer",Female,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q67921,Peter Rühmkorf,German writer (1929-2008),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q67927,Grethe Weiser,German actress,Female,Germany,[1900-1930],[1960-1990],accident,[44-72]
Q67936,Gert Prokop,German writer,Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q67973,Joachim Gottschalk,German actor,Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q68030,Michael Karoli,German musician,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q68137,Irmtraud Morgner,German writer,Female,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q68152,Hans Coppi,German resistance fighter killed by s,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q68303,Walther Bierkamp,SS officer and lawyer,Male,Germany,[1900-1930],[1930-1960],suicide,[44-72]
Q68386,Heinrich Graf von Lehndorff-Steinort,German Army officer,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q68400,Andreas Hillgruber,German historian,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q68468,Otto Sander,"German film, theater, and voice actor",Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q68473,Hermann Uhde,"German operatic baritone, born 20 July 1910 in Bremen, Germany and died on stage at the Royal Danish Opera in Copenhagen on 10 October 1965",Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q68486,Charlotte von Mahlsdorf,German writer,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q68516,Fritz Houtermans,physicist (1903-1966),Male,Switzerland,[1900-1930],[1960-1990],natural causes,[44-72]
Q68543,Clarence Clemons,American musician and actor (1942-2011),Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q68563,Ralf Waldmann,German motorcycle racer,Male,Germany,[1960-1990],[1990-2019],natural causes,[44-72]
Q68582,Ilse Werner,German actress,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q68596,Werner Heyde,SS officer and psychiatrist (1902-1964),Male,Germany,[1900-1930],[1960-1990],suicide,[44-72]
Q68615,Anna Marie Hahn,American serial killer,Female,United States,[1900-1930],[1930-1960],capital punishment,[16-44]
Q68701,Hermann Becker-Freyseng,German physician,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q68743,Hannelore Kohl,Wife of German chancellor Helmut Kohl,Female,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q68878,Alfred Herrhausen,German banker (1930-1989),Male,Germany,[1930-1960],[1960-1990],homicide,[44-72]
Q68963,Jürgen Bartsch,Serial killer,Male,Germany,[1930-1960],[1960-1990],accident,[16-44]
Q68966,Heinz Barth,German World War II SS officer and war criminal,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q68984,Wanda Klaff,concentration camp guard,Female,Poland,[1900-1930],[1930-1960],capital punishment,[16-44]
Q69006,Martin Gottfried Weiss,"German SS officer, concentration camp commandant (1905-1946)",Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q69103,Hassan II,King of Morocco from 1961 until his death in 1999,Male,Morocco,[1900-1930],[1990-2019],natural causes,[44-72]
Q69163,Herbert Kegel,German conductor,Male,Germany,[1900-1930],[1990-2019],suicide,[44-72]
Q69198,Anton Ackermann,German politician (1905-1973),Male,Germany,[1900-1930],[1960-1990],suicide,[44-72]
Q69218,Frédéric Back,Canadian animator,Male,Canada,[1900-1930],[1990-2019],natural causes,[72-99]
Q69236,Theo Lingen,"actor, film director, screenwriter",Male,Germany,[1900-1930],[1960-1990],natural causes,[72-99]
Q69251,Gert Bastian,German general (1923-1992),Male,Germany,[1900-1930],[1990-2019],suicide,[44-72]
Q69291,Volker Eckert,German serial killer,Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q69379,Louis Krages,German racing driver,Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q69382,Gustav Knuth,actor (1901-1987),Male,Germany,[1900-1930],[1960-1990],natural causes,[72-99]
Q69392,Werner Braune,SS officer (1909-1951),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q69412,Rolf Landauer,"American-German physicist, engineer",Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q69430,Peter Scholl-Latour,journalist and author,Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q69485,Martin Scherber,German composer,Male,Germany,[1900-1930],[1960-1990],accident,[44-72]
Q69646,Werner Müller,German manager and politician (1946-2019),Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q69743,August Zehender,SS General,Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q69753,Michael Kühnen,German neo- leader (1955-1991),Male,Germany,[1930-1960],[1990-2019],natural causes,[16-44]
Q69843,Kurt Neumann,American film director,Male,United States,[1900-1930],[1930-1960],natural causes,[44-72]
Q69853,Klaus Köste,East German gymnast (1943-2012),Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q69862,Carlos Thompson,Argentine actor,Male,Argentina,[1900-1930],[1990-2019],suicide,[44-72]
Q69864,Dorothea Binz,German supervisor at Ravensbrück concentration (1920-1947),Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q69881,Werner Peters,actor (1918-1971),Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q69884,Eric Muhsfeldt,SS officer (1913-1948),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q69949,Reinhard Suhren,German naval officer and U-boat commander during World War II,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q70217,Josef Bachmann,German criminal,Male,Germany,[1930-1960],[1960-1990],suicide,[16-44]
Q70251,Walter Giller,actor (1927-2011),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q70282,Evelyn Hamann,German actress,Female,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q70300,Robert Gernhardt,German artist (1937-2006),Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q70303,Chris Roberts,German Schlager singer and actor,Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q70309,Charles Régnier,German actor (1914-2001),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q70370,Johann Mohr,German World War II U-boat commander,Male,Germany,[1900-1930],[1930-1960],unnatural death,[16-44]
Q70386,Chris Welp,German basketball player,Male,Germany,[1960-1990],[1990-2019],natural causes,[44-72]
Q70449,Michael Westphal,West German tennis player,Male,Germany,[1960-1990],[1990-2019],natural causes,[16-44]
Q70489,Hans Nielsen,actor,Male,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q70632,Prince Frederick of Prussia,Prussian prince,Male,Germany,[1900-1930],[1960-1990],accident,[44-72]
Q70640,Hans Erwin von Spreti-Weilbach,German politician (1908-1934),Male,Germany,[1900-1930],[1930-1960],homicide,[16-44]
Q70707,Ludwig Fischer,SA officer (1905-1947),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q70724,Fritz Knoechlein,SS officer,Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q70740,Greta Bösel,"German nurse, camp guard at concentration camp Ravensbrück (1908-1947)",Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q70748,Ewa Paradies,concentration torturer and camp official,Female,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q70760,Prince Hubertus of Prussia,German prince,Male,Germany,[1900-1930],[1930-1960],natural causes,[16-44]
Q70770,Norbert Kröcher,West German terrorist and member of J2M (1950-2016),Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q70873,Inge Scholl,German activist,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q70883,Gerhard Flesch,war-criminal (1909-1948),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q70986,Li Ao,Taiwanese writer (1935-2018),Male,China,[1930-1960],[1990-2019],natural causes,[72-99]
Q71116,Heinz London,German physicist,Male,United Kingdom,[1900-1930],[1960-1990],natural causes,[44-72]
Q71127,John Havlicek,American basketball player,Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q71152,Hans Pietsch,German Go player,Male,Germany,[1960-1990],[1990-2019],homicide,[16-44]
Q71206,Bette Davis,"American film, television and stage actress (1908-1989)",Female,United States,[1900-1930],[1960-1990],natural causes,[72-99]
Q71226,Richard Henkes,"German Roman Catholic priest, martyr and blessed",Male,Germany,[1900-1930],[1930-1960],natural causes,[44-72]
Q71243,Clark Gable,American actor,Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q71275,Spencer Tracy,American actor (1900-1967),Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q71292,Wolf-Dietrich Wilcke,German officer and fighter pilot during World War II,Male,Germany,[1900-1930],[1930-1960],death in battle,[16-44]
Q71327,Helmut Kämpfe,"German Sturmbannführer, in the Waffen SS during World War II",Male,Germany,[1900-1930],[1930-1960],unnatural death,[16-44]
Q71371,Henning Voscherau,German politician (1941-2016),Male,Germany,[1930-1960],[1990-2019],natural causes,[72-99]
Q71381,Ingeborg Drewitz,German writer,Female,Germany,[1900-1930],[1960-1990],natural causes,[44-72]
Q71412,Norbert Grupe,German boxer and actor,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q71414,Stella Kübler,Jewish criminal-collaborator,Female,Germany,[1900-1930],[1990-2019],suicide,[72-99]
Q71443,Jakob Arjouni,German author born 1964,Male,Germany,[1960-1990],[1990-2019],natural causes,[44-72]
Q71461,Irmgard Keun,German writer,Female,Germany,[1900-1930],[1960-1990],natural causes,[72-99]
Q71474,Raimund Harmstorf,German actor,Male,Germany,[1930-1960],[1990-2019],suicide,[44-72]
Q71524,Albrecht von Hagen,German politician (1904-1944),Male,Germany,[1900-1930],[1930-1960],capital punishment,[16-44]
Q71646,Inge Meysel,German actress,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q71723,Marianne Kiefer,German actress,Female,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q71730,Elisabeth Lupka,Female guard overseer,Female,Germany,[1900-1930],[1930-1960],capital punishment,[44-72]
Q71766,Steven Schiff,American politician (1947-1998),Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q71817,Hans-Ulrich von Oertzen,German noble,Male,Germany,[1900-1930],[1930-1960],suicide,[16-44]
Q71819,Elisabeth Mann Borgese,Canadian German-born expert in maritime law ecologist,Female,Canada,[1900-1930],[1990-2019],natural causes,[72-99]
Q71829,Norbert Poehlke,German police officer,Male,Germany,[1930-1960],[1960-1990],suicide,[16-44]
Q71895,Kurt Raab,German actor,Male,Germany,[1930-1960],[1960-1990],natural causes,[44-72]
Q71908,Tony Holiday,German pop singer and songwriter,Male,Germany,[1930-1960],[1990-2019],natural causes,[16-44]
Q72096,Chet Atkins,American guitarist and record producer,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q72217,Karl-Eduard von Schnitzler,German politician,Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q72229,Edward Dmytryk,Canadian-born American film director (1908-1999),Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q72250,Wau Holland,German journalist and computer activist,Male,Germany,[1930-1960],[1990-2019],natural causes,[44-72]
Q72291,David O. Selznick,American film producer,Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q72316,Detlev Karsten Rohwedder,Treuhandanstalt manager (1932-1991),Male,Germany,[1930-1960],[1990-2019],homicide,[44-72]
